Time,Time Code,Country Name,Country Code,Firms with female participation in ownership (% of firms) [IC.FRM.FEMO.ZS],Share of female business owners (% of total business owners) [IC.WEF.LLCO.FE.ZS],Share of female directors (% of total directors) [IC.WEF.LLCD.FE.ZS],Share of female sole proprietors  (% of sole proprietors) [IC.WEF.SOLO.FE.ZS],Share of male business owners  (% of total business owners) [IC.WEF.LLCO.MA.ZS],Share of male directors (% of total directors) [IC.WEF.LLCD.MA.ZS],Share of male sole proprietors  (% of sole proprietors) [IC.WEF.SOLO.MA.ZS],Dismissal of pregnant workers is prohibited (1=yes; 0=no) [SG.DML.PRGW],"Employers, female (% of female employment) (modeled ILO estimate) [SL.EMP.MPYR.FE.ZS]","Employers, male (% of male employment) (modeled ILO estimate) [SL.EMP.MPYR.MA.ZS]","Employers, total (% of total employment) (modeled ILO estimate) [SL.EMP.MPYR.ZS]",Employment in agriculture (% of total employment) (modeled ILO estimate) [SL.AGR.EMPL.ZS],"Employment in agriculture, female (% of female employment) (modeled ILO estimate) [SL.AGR.EMPL.FE.ZS]","Employment in agriculture, male (% of male employment) (modeled ILO estimate) [SL.AGR.EMPL.MA.ZS]",Employment in industry (% of total employment) (modeled ILO estimate) [SL.IND.EMPL.ZS],"Employment in industry, female (% of female employment) (modeled ILO estimate) [SL.IND.EMPL.FE.ZS]","Employment in industry, male (% of male employment) (modeled ILO estimate) [SL.IND.EMPL.MA.ZS]",Employment in services (% of total employment) (modeled ILO estimate) [SL.SRV.EMPL.ZS],"Employment in services, female (% of female employment) (modeled ILO estimate) [SL.SRV.EMPL.FE.ZS]","Employment in services, male (% of male employment) (modeled ILO estimate) [SL.SRV.EMPL.MA.ZS]","Employment to population ratio, 15+, female (%) (national estimate) [SL.EMP.TOTL.SP.FE.NE.ZS]","Employment to population ratio, 15+, male (%) (national estimate) [SL.EMP.TOTL.SP.MA.NE.ZS]","Employment to population ratio, 15+, total (%) (national estimate) [SL.EMP.TOTL.SP.NE.ZS]",Female professional and technical workers (% of total) [SG.GEN.TECH.ZS],"Informal employment, female (% of total non-agricultural employment) [SL.ISV.IFRM.FE.ZS]","Informal employment, male (% of total non-agricultural employment) [SL.ISV.IFRM.MA.ZS]","Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.FE.ZS]","Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.MA.ZS]","Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate) [SL.TLF.ACTI.ZS]",Labor force with advanced education (% of total working-age population with advanced education) [SL.TLF.ADVN.ZS],"Labor force with advanced education, female (% of female working-age population with advanced education) [SL.TLF.ADVN.FE.ZS]","Labor force with advanced education, male (% of male working-age population with advanced education) [SL.TLF.ADVN.MA.ZS]",Labor force with basic education (% of total working-age population with basic education) [SL.TLF.BASC.ZS],"Labor force with basic education, female (% of female working-age population with basic education) [SL.TLF.BASC.FE.ZS]","Labor force with basic education, male (% of male working-age population with basic education) [SL.TLF.BASC.MA.ZS]",Labor force with intermediate education (% of total working-age population with intermediate education) [SL.TLF.INTM.ZS],"Labor force with intermediate education, female (% of female working-age population with intermediate education) [SL.TLF.INTM.FE.ZS]","Labor force with intermediate education, male (% of male working-age population with intermediate education) [SL.TLF.INTM.MA.ZS]","Labor force, female [SL.TLF.TOTL.FE.IN]","Labor force, male [SL.TLF.TOTL.MA.IN]","Labor force, total [SL.TLF.TOTL.IN]",Length of paid maternity leave (calendar days) [SH.MMR.LEVE],Length of paid parental leave for father (calendar days) [SH.PAR.LEVE.MA],Length of paid parental leave for mother (calendar days) [SH.PAR.LEVE.FE],Length of paid paternity leave (calendar days) [SH.PTR.LEVE],"Mandatory retirement age, female [SG.AGE.RTRE.FE]","Mandatory retirement age, male [SG.AGE.RTRE.MA]",Paid leave is available to fathers (1=yes; 0=no) [SH.PTR.LEVE.AL],"Part time employment, female (% of total part time employment) [SL.TLF.PART.TL.FE.ZS]","Part time employment, male (% of total male employment) [SL.TLF.PART.MA.ZS]","Part time employment, total (% of total employment) [SL.TLF.PART.ZS]",Ratio of female to male labor force participation rate (%) (modeled ILO estimate) [SL.TLF.CACT.FM.ZS],"Self-employed, female (% of female employment) (modeled ILO estimate) [SL.EMP.SELF.FE.ZS]","Self-employed, male (% of male employment) (modeled ILO estimate) [SL.EMP.SELF.MA.ZS]","Self-employed, total (% of total employment) (modeled ILO estimate) [SL.EMP.SELF.ZS]"
2002,YR2002,Israel,ISR,..,..,..,..,..,..,..,1,1.41999995708466,6.96999979019165,4.44999980926514,2.07999992370605,1.13999998569489,2.85999989509583,21.0799999237061,11.5600004196167,28.9699993133545,76.8300018310547,87.3000030517578,68.1699981689453,46.8699989318848,60,53.2400016784668,..,..,..,61.84,75.41,68.55,..,..,..,..,..,..,..,..,..,1298055,1575518,2873039,84,0,0,0,..,..,0,..,..,..,78.0832386646636,6.42000007629395,15.5699996948242,11.4300003051758
2002,YR2002,Italy,ITA,..,..,..,..,..,..,..,1,4.19000005722046,9.34000015258789,7.40000009536743,4.92999982833862,3.9300000667572,5.53000020980835,31.6000003814697,20.1200008392334,38.560001373291,63.4799995422363,75.9499969482422,55.9099998474121,32.1199989318848,57.3899993896484,44.2700004577637,..,..,..,48.06,74.1,61.05,82.75,79.1699981689453,86.1800003051758,41.7700004577637,26.7399997711182,57.6500015258789,68.7200012207031,60.5299987792969,76.9100036621094,9383855,14485452,23868582,150,210,180,0,..,..,0,49.008499815241,36.7999992370605,44.7999992370605,59.5506732171209,22.5200004577637,31.7800006866455,28.2800006866455
2002,YR2002,Japan,JPN,..,..,..,..,..,..,..,1,1.28999996185303,4.01999998092651,2.91000008583069,4.71999979019165,4.96000003814697,4.55999994277954,29.9400005340576,19.7399997711182,36.9199981689453,65.3399963378906,75.3000030517578,58.5299987792969,46.0499992370605,70.6100006103516,57.939998626709,..,..,..,59.71,84.93,72.45,..,..,..,..,..,..,..,..,..,27324856,39730946,67075750,98,0,0,0,..,..,1,65.4432224680292,15.289999961853,26.3299999237061,64.9185509613819,16.7000007629395,15.1599998474121,15.7799997329712
2002,YR2002,"Korea, Rep.",KOR,..,..,..,..,..,..,..,1,3.25999999046326,10.0200004577637,7.26000022888184,9.32999992370605,10.6700000762939,8.40999984741211,27.3199996948242,17.9899997711182,33.7700004577637,63.3499984741211,71.3399963378906,57.8199996948242,49.1699981689453,72.620002746582,60.5499992370605,..,..,..,53.5,76.75,65.29,66.0299987792969,51.3199996948242,75.1600036621094,63.5,55.560001373291,73.120002746582,64.5199966430664,51.2099990844727,77.5299987792969,9598529,14068899,23664352,90,365,365,0,..,..,0,56.0090649286408,8.68000030517578,11.8599996566772,67.0520836516619,36.6500015258789,35.7200012207031,36.0999984741211
2002,YR2002,Latvia,LVA,..,..,..,..,..,..,..,1,1.85000002384186,4.42000007629395,3.15000009536743,16.2299995422363,12.1099996566772,20.2299995422363,25.5400009155273,15.4300003051758,35.3600006103516,58.2400016784668,72.4599990844727,44.4099998474121,44.8300018310547,56.3300018310547,49.9700012207031,..,..,..,64.9,74.48,69.48,79.4800033569336,76.5299987792969,83.9700012207031,34.3699989318848,23.4899997711182,44.5499992370605,72.370002746582,66.2900009155273,79.8000030517578,549849,571046,1121199,112,0,0,0,..,..,0,62.0058098900511,12.7600002288818,17.9200000762939,77.6756538562453,11.3199996948242,16.0300006866455,13.710000038147
2002,YR2002,Lithuania,LTU,..,..,..,..,..,..,..,1,1.36000001430511,2.86999988555908,2.13000011444092,18.6399993896484,14.8800001144409,22.25,27.3700008392334,19.7099990844727,34.7099990844727,53.9900016784668,65.4199981689453,43.0499992370605,45.8899993896484,56.7799987792969,50.8499984741211,..,..,..,65.96,74.22,69.94,84.4800033569336,83.7699966430664,85.5100021362305,24.7000007629395,17.2700004577637,32.9900016784668,76.5899963378906,70.9100036621094,82.4599990844727,807276,833653,1641395,126,0,0,0,..,..,0,63.975498743777,14.3199996948242,20.8299999237061,80.4066189941216,17.7600002288818,23.6599998474121,20.7700004577637
2002,YR2002,Luxembourg,LUX,..,..,..,..,..,..,..,1,0.870000004768372,1.89999997615814,1.49000000953674,1.97000002861023,1.00999999046326,2.60999989509583,20.0900001525879,6.55000019073486,29.0699996948242,77.9400024414063,92.4499969482422,68.3199996948242,41.9300003051758,65.1699981689453,53.3300018310547,..,..,..,53.2,76.69,65.09,80.9700012207031,74.0199966430664,85.8600006103516,45.1100006103516,35.189998626709,57.7200012207031,65.2099990844727,54.6800003051758,74.1600036621094,80572,117652,198187,112,180,180,0,..,..,0,77.1580767641148,7.42999982833862,20.0300006866455,65.4677221754473,7.53000020980835,8.47999954223633,8.10000038146973
2002,YR2002,Mexico,MEX,..,..,..,..,..,..,..,0,1.9099999666214,5.75,4.46000003814697,16.8400001525879,5.57000017166138,22.5200004577637,25.9599990844727,21.1599998474121,28.3899993896484,57.2000007629395,73.2699966430664,49.0999984741211,36.6800003051758,77.9700012207031,56.2000007629395,..,63.1599998474121,58.0299987792969,40.7,83.35,61.38,80.5999984741211,70.7900009155273,88.5,57.6300010681152,37.7799987792969,80.8099975585938,56.7599983215332,40.7099990844727,71.2200012207031,13383914,25676868,39346853,84,0,0,0,..,..,0,..,..,..,47.6874643623722,36.8400001525879,37.310001373291,37.1500015258789
2002,YR2002,Netherlands,NLD,..,..,..,..,..,..,..,1,1.87000000476837,4.75,3.5,2.94000005722046,2.02999997138977,3.63000011444092,20.9799995422363,8.89999961853027,30.2299995422363,76.0899963378906,89.0599975585938,66.1399993896484,54.2700004577637,72.4199981689453,63.2200012207031,..,..,..,67.71,84.67,76.31,83.620002746582,79.7399978637695,86.7200012207031,54.9900016784668,43.3699989318848,68.8099975585938,76.1699981689453,70.7799987792969,81.1699981689453,3743728,4788204,8532973,112,0,0,0,..,..,0,58.9448055743775,43.4099998474121,59.2999992370605,75.3920002600357,9.47999954223633,13.3500003814697,11.6700000762939
2002,YR2002,New Zealand,NZL,..,..,..,..,..,..,..,1,4.36999988555908,9.05000019073486,6.92000007629395,8.81999969482422,5.69000005722046,11.4399995803833,22.7399997711182,11.6700000762939,31.9899997711182,68.4400024414063,82.6399993896484,56.5699996948242,55.7700004577637,70.6900024414063,62.9900016784668,..,..,..,68.84,83.94,76.26,..,..,..,..,..,..,..,..,..,932941,1105724,2038452,84,0,0,0,..,..,0,..,..,..,79.1597316137064,13.2299995422363,24.3299999237061,19.2800006866455
2002,YR2002,Norway,NOR,..,..,..,..,..,..,..,1,0.810000002384186,1.87999999523163,1.37000000476837,3.95000004768372,1.97000002861023,5.71999979019165,21.6800003051758,8.85999965667725,33.1599998474121,74.379997253418,89.1699981689453,61.1199989318848,67.5899963378906,74.629997253418,71.129997253418,..,..,..,77.2,83.33,80.31,86.1999969482422,85.0699996948242,87.4000015258789,51.7900009155273,45.5999984741211,58.4799995422363,77.0500030517578,73.0899963378906,80.8000030517578,1155012,1283639,2442182,0,28,63,0,..,..,1,59.7078757338624,39.9099998474121,52.2200012207031,86.6263141720279,4.19000005722046,10.0299997329712,7.26999998092651
2002,YR2002,Poland,POL,..,..,..,..,..,..,..,1,2.49000000953674,4.84999990463257,3.77999997138977,19.6299991607666,19,20.1499996185303,28.5400009155273,17.2800006866455,37.8699989318848,51.8300018310547,63.7200012207031,41.9799995422363,38.8800010681152,50.8699989318848,44.5900001525879,..,..,..,58.68,70.33,64.47,81.8600006103516,80.7200012207031,83.3399963378906,29.3999996185303,23.8700008392334,36.0999984741211,69.370002746582,63.0299987792969,75.4800033569336,7954247,9466607,17427664,112,0,0,0,..,..,0,58.9463786453704,16.9400005340576,22.6499996185303,77.4919833634085,25.3899993896484,30.5599994659424,28.2199993133545
2002,YR2002,Portugal,PRT,..,..,..,..,..,..,..,1,3.3199999332428,8.71000003814697,6.28000020980835,12.6300001144409,13.9200000762939,11.5600004196167,33.3300018310547,21.0900001525879,43.4000015258789,54.0400009155273,64.9899978637695,45.0400009155273,51.2000007629395,68.0599975585938,59.2200012207031,..,..,..,65.29,80.01,72.54,88.9300003051758,88.2699966430664,90.0400009155273,64.2600021362305,54.939998626709,73.7200012207031,68.0199966430664,63.9900016784668,72.4400024414063,2475801,2943339,5419875,120,0,0,28,..,..,1,55.4216234135382,22.7800006866455,27.9699993133545,76.4126414134857,25.6000003814697,29.1299991607666,27.5400009155273
2002,YR2002,Slovak Republic,SVK,..,..,..,..,..,..,..,1,1.12999999523163,3.34999990463257,2.33999991416931,6.59000015258789,4.28999996185303,8.51000022888184,38.1500015258789,26.1900005340576,48.1500015258789,55.2599983215332,69.5100021362305,43.3400001525879,42.5499992370605,55.1100006103516,48.5499992370605,..,..,..,62.86,76.15,69.45,85.1999969482422,82.9599990844727,87.5999984741211,22.6000003814697,20.4099998474121,25.9500007629395,75.1500015258789,69.0800018310547,80.8199996948242,1194508,1425779,2620049,196,0,0,0,..,..,0,53.1258583194534,15.6000003814697,18.1399993896484,77.3172862606586,4.40000009536743,11.8900003433228,8.47999954223633
2002,YR2002,Slovenia,SVN,..,..,..,..,..,..,..,1,1.87000000476837,4.98000001907349,3.55999994277954,9.65999984741211,9.67000007629395,9.64999961853027,38.75,28.6499996185303,47.2700004577637,51.5900001525879,61.689998626709,43.0800018310547,47.6699981689453,60.3499984741211,53.810001373291,..,..,..,63.79,73.07,68.5,79.25,81.7300033569336,76.370002746582,35.0499992370605,28.9599990844727,44.5,64.8099975585938,59.1100006103516,69.6600036621094,453891,528453,982517,105,130,130,0,..,..,0,55.2277452996602,16.1900005340576,19.4699993133545,80.2165839935825,12.960000038147,19.0200004577637,16.25
2002,YR2002,Spain,ESP,..,..,..,..,..,..,..,1,3.10999989509583,6.42000007629395,5.17000007629395,6.01000022888184,3.98000001907349,7.23000001907349,31.0400009155273,14.3100004196167,41.189998626709,62.9599990844727,81.7099990844727,51.5800018310547,35.3699989318848,60.8400001525879,47.7799987792969,..,..,..,53.57,78.99,66.39,82.4000015258789,79.0500030517578,85.6999969482422,50.1100006103516,34.2599983215332,66.3199996948242,64.75,56.5800018310547,72.9599990844727,7605664,11375534,18960316,112,0,0,2,..,..,1,53.1032905806979,19.3400001525879,25.5400009155273,63.436961370442,15.0600004196167,21.1299991607666,18.8400001525879
2002,YR2002,Sweden,SWE,..,..,..,..,..,..,..,1,1.36000001430511,5.94000005722046,3.75,2.51999998092651,1.24000000953674,3.70000004768372,22.9599990844727,10.3299999237061,34.5699996948242,74.5199966430664,88.4400024414063,61.7200012207031,56.0099983215332,63.2299995422363,59.5499992370605,..,..,..,75.94,79.6,77.8,82.6600036621094,82.0999984741211,83.370002746582,51.0099983215332,44.8499984741211,56.439998626709,77.8499984741211,74.4599990844727,81,2184378,2388521,4579588,0,60,60,14,..,..,1,57.4444075379592,42.9099998474121,52.5499992370605,87.9912456022749,5.69000005722046,15.3000001907349,10.6999998092651
2002,YR2002,Switzerland,CHE,..,..,..,..,..,..,..,1,3.63000011444092,8.90999984741211,6.51999998092651,4.28999996185303,3.34999990463257,5.05999994277954,23.4099998474121,11.6700000762939,33.0800018310547,72.3099975585938,84.9800033569336,61.8600006103516,57.4700012207031,74.5800018310547,65.7399978637695,..,..,..,73.8,88.61,81.22,83.870002746582,79.5800018310547,85.8499984741211,48.6599998474121,39.6699981689453,61.8499984741211,69.5599975585938,63.4799995422363,77.120002746582,1854233,2249619,4103899,0,0,0,0,..,..,0,68.7981547672097,19.2399997711182,33.8899993896484,77.2910984528072,14.2399997711182,19.1800003051758,16.9500007629395
2002,YR2002,Turkiye,TUR,..,..,..,..,..,..,..,0,1.0900000333786,6.82000017166138,5.11999988555908,26.8700008392334,45.5299987792969,19,26.3500003814697,17.2399997711182,30.1800003051758,46.7799987792969,37.2200012207031,50.810001373291,25.2700004577637,63.9300003051758,44.439998626709,..,..,..,29.29,74.15,51.26,..,..,..,50.3300018310547,25.1000003814697,73.8399963378906,55.1500015258789,31.9099998474121,69.6999969482422,6426353,16580067,22818052,84,0,0,0,..,..,0,52.9174125522878,10.1400003433228,15.3100004196167,38.9806527928273,55.2000007629395,42.1399993896484,46.0200004577637
2002,YR2002,United Kingdom,GBR,..,..,..,..,..,..,..,1,1.60000002384186,4.28000020980835,3.04999995231628,1.38999998569489,0.689999997615814,1.98000001907349,23.9099998474121,10.8100004196167,35.0400009155273,74.6999969482422,88.5,62.9900016784668,52.2599983215332,65.5500030517578,58.6800003051758,..,..,..,68.04,81.78,74.87,89.75,87.6100006103516,91.7399978637695,67.8399963378906,62.7299995422363,74.4800033569336,81.9199981689453,77.0899963378906,85.6800003051758,13663893,16174163,29839232,126,0,0,0,..,..,0,65.831712057787,26.2199993133545,41.2599983215332,78.686611431349,7.44000005722046,16.4500007629395,12.3199996948242
2002,YR2002,United States,USA,..,..,..,..,..,..,..,1,2.02999997138977,3.65000009536743,2.91000008583069,1.53999996185303,0.839999973773956,2.13000011444092,22.75,10.960000038147,32.7000007629395,75.6999969482422,88.1900024414063,65.1699981689453,56.2799987792969,69.7099990844727,62.7299995422363,..,..,..,69.09,81.74,75.42,78.4899978637695,73.1500015258789,84.0999984741211,40.560001373291,28.4300003051758,52.4599990844727,64.3099975585938,57.2000007629395,72.2099990844727,68013736,80492935,148166545,0,0,0,0,..,..,0,60.1784080978208,19.5699996948242,26.7900009155273,80.6514354418352,6.03000020980835,8.47999954223633,7.3600001335144
2003,YR2003,Australia,AUS,..,..,..,..,..,..,..,1,5.44000005722046,9.09000015258789,7.46999979019165,3.91000008583069,2.61999988555908,4.94000005722046,20.8799991607666,9.53999996185303,29.9500007629395,75.1999969482422,87.8399963378906,65.1100006103516,52.5699996948242,67.3300018310547,59.8199996948242,..,..,..,67.09,82.04,74.61,..,..,..,..,..,..,..,..,..,4471192,5539724,10013838,84,0,0,0,..,..,0,61.3067833310876,28.8500003814697,41.3899993896484,78.152307788634,14.3599996566772,24.2800006866455,19.8700008392334
2003,YR2003,Austria,AUT,..,..,..,..,..,..,..,1,2.96000003814697,6.80000019073486,5.09000015258789,5.5,5.78000020980835,5.28000020980835,28.9200000762939,13.0699996948242,41.6699981689453,65.5800018310547,81.1500015258789,53.0499992370605,48.5999984741211,64.7399978637695,56.3300018310547,..,..,..,63.99,79.65,71.84,76.5500030517578,76.4899978637695,76.5999984741211,36.9599990844727,30.9300003051758,47.7799987792969,67.1900024414063,59.8400001525879,73.7699966430664,1792408,2221465,4014294,112,0,0,0,..,..,0,76.7543966241104,9.92000007629395,24.1200008392334,74.4433188362504,11.5100002288818,14.2600002288818,13.039999961853
2003,YR2003,Belgium,BEL,..,..,..,..,..,..,..,1,2.08999991416931,5.67000007629395,4.13000011444092,1.72000002861023,1.05999994277954,2.22000002861023,24.9200000762939,11.5900001525879,34.9099998474121,73.3600006103516,87.3499984741211,62.8800010681152,39.5099983215332,55.7900009155273,47.4000015258789,..,..,..,55.57,72.38,64.05,81.2900009155273,78.6399993896484,83.9800033569336,36.8699989318848,26.6399993896484,47.3600006103516,66.0400009155273,57.5200004577637,74.4199981689453,1897822,2503547,4402418,105,90,90,14,..,..,1,60.4655713947992,27.1299991607666,39.1599998474121,71.2501230021835,12.7399997711182,16.9699993133545,15.1499996185303
2003,YR2003,Canada,CAN,..,..,..,..,..,..,..,1,2.85999989509583,7.05999994277954,5.1100001335144,2.10999989509583,1.32000005245209,2.78999996185303,22.9699993133545,11.3299999237061,33.1100006103516,74.9199981689453,87.3499984741211,64.0999984741211,57.4599990844727,67.5899963378906,62.439998626709,..,..,..,73.26,83.08,78.19,78.9899978637695,75.370002746582,82.5999984741211,52.810001373291,44.1699981689453,61.0499992370605,70.5199966430664,64.5299987792969,77.1399993896484,8131204,9332123,17463546,105,0,0,0,..,..,0,59.0402798862743,31.9500007629395,41.5099983215332,84.3070220462117,11.3999996185303,18.8899993896484,15.3999996185303
2003,YR2003,Chile,CHL,..,..,..,..,..,..,..,1,1.75999999046326,3.51999998092651,2.91000008583069,13.6000003814697,4.94999980926514,18.2099990844727,23.3999996185303,11.8599996566772,29.5499992370605,63,83.1900024414063,52.25,33.310001373291,66.6600036621094,49.6800003051758,..,..,..,43.08,78.69,60.71,87.9499969482422,82.620002746582,92.7300033569336,48.4599990844727,31.3299999237061,66.120002746582,64.5699996948242,52.7799987792969,77.4400024414063,2279452,4260140,6524560,126,0,0,0,..,..,0,..,..,..,51.941829560598,26.8600006103516,34.3699989318848,31.7600002288818
2003,YR2003,Colombia,COL,..,..,..,..,..,..,..,1,2.13000011444092,5.53999996185303,4.19000005722046,21.5499992370605,6.53999996185303,31.4300003051758,18.5699996948242,16.7600002288818,19.7600002288818,59.8800010681152,76.6900024414063,48.810001373291,44.6800003051758,73.3600006103516,58.5200004577637,..,..,..,59.01,85.91,72.02,82.870002746582,79.1600036621094,86.6699981689453,62.2599983215332,47.4199981689453,78.129997253418,74.9000015258789,65.8399963378906,85.4199981689453,7890593,11346314,19258301,84,0,0,10,..,..,1,54.6448054396099,20.6100006103516,27.9300003051758,66.6265196113693,48.8899993896484,51.2299995422363,50.2999992370605
2003,YR2003,Costa Rica,CRI,..,..,..,..,..,..,..,1,4.8899998664856,10.5100002288818,8.59000015258789,15.210000038147,4.05999994277954,21.0100002288818,22.2800006866455,14.4399995803833,26.3600006103516,62.5099983215332,81.5,52.6199989318848,39.0999984741211,74.8300018310547,57.0099983215332,..,..,..,46.14,84.86,65.54,80.8600006103516,74.9700012207031,87.5,58.3699989318848,36.9900016784668,80.2099990844727,66.6500015258789,52.310001373291,82.5299987792969,635132,1185840,1819682,120,0,0,0,..,..,0,..,..,..,53.5062985154853,28.9200000762939,31.3700008392334,30.5300006866455
2003,YR2003,Czechia,CZE,..,..,..,..,..,..,..,1,2.11999988555908,5.82999992370605,4.21000003814697,4.51000022888184,3.21000003814697,5.51999998092651,39.8800010681152,27.2800006866455,49.5900001525879,55.6100006103516,69.5100021362305,44.8899993896484,45.7799987792969,64.4899978637695,54.7999992370605,..,..,..,62.81,77.71,70.27,69.8099975585938,67.8899993896484,72.9499969482422,22.5699996948242,20.3999996185303,26.7600002288818,68.25,60.5900001525879,75.4400024414063,2266415,2846637,5111710,196,0,0,0,..,..,0,56.5875679262826,15.5699996948242,20.2999992370605,74.5059783868131,11.6999998092651,21.8099994659424,17.4099998474121
2003,YR2003,Denmark,DNK,..,..,..,..,..,..,..,1,2.01999998092651,5.78000020980835,4.03999996185303,3.29999995231628,1.75999999046326,4.6100001335144,23.1499996185303,11.6400003433228,33,73.5599975585938,86.5999984741211,62.3899993896484,56.2900009155273,67.8099975585938,61.939998626709,..,..,..,74.38,83.87,79.18,83.629997253418,81.8600006103516,85.5599975585938,55.310001373291,48.0400009155273,64.0599975585938,75.4599990844727,71.2600021362305,79,1332437,1535673,2868194,126,0,0,14,..,..,1,56.9959907413808,37.4700012207031,46.810001373291,83.5826709019566,5.73999977111816,12.039999961853,9.13000011444092
2003,YR2003,Estonia,EST,..,..,..,..,..,..,..,1,1.88999998569489,3.24000000953674,2.57999992370605,6.23999977111816,3.79999995231628,8.56999969482422,30.7000007629395,22.6000003814697,38.439998626709,63.0699996948242,73.6100006103516,53,46.7299995422363,58.1399993896484,51.9199981689453,..,..,..,66.3,75.35,70.69,78.4100036621094,74.3300018310547,85.6100006103516,30.5599994659424,22.7900009155273,38.5400009155273,71.7399978637695,65.2099990844727,78.0299987792969,327213,349988,675620,112,0,0,14,..,..,1,58.6600361132611,16.3500003814697,20.2600002288818,78.6415789791352,5.73000001907349,11.2700004577637,8.5600004196167
2003,YR2003,Finland,FIN,..,..,..,..,..,..,..,1,2.4300000667572,5.65000009536743,4.1100001335144,5.28000020980835,3.4300000667572,6.98999977111816,26.7000007629395,12.8599996566772,39.4900016784668,68.0299987792969,83.7099990844727,53.5200004577637,52.4900016784668,60.2900009155273,56.25,..,..,..,72.42,76.98,74.72,83.4899978637695,82.3399963378906,84.9199981689453,46.7999992370605,41.8899993896484,51.4799995422363,77.1800003051758,72.879997253418,81.2200012207031,1252397,1367473,2620447,147,0,0,35,..,..,1,54.9992620860415,42.0800018310547,48.6599998474121,85.9761325947392,8.72999954223633,16.4799995422363,12.7600002288818
2003,YR2003,France,FRA,..,..,..,..,..,..,..,1,2.14000010490417,6.23000001907349,4.34999990463257,4.25,2.69000005722046,5.57999992370605,24.1399993896484,12.3900003433228,34.0999984741211,71.6100006103516,84.9100036621094,60.3300018310547,45.7299995422363,58.2700004577637,51.7200012207031,..,..,..,63.93,75.29,69.56,80.5199966430664,78.0899963378906,83.2600021362305,44.0699996948242,37.7999992370605,51.4199981689453,70.9400024414063,65.7600021362305,75.620002746582,13309820,15313424,28620674,112,0,0,15,..,..,1,61.7834416574532,25.5200004577637,36.0400009155273,79.7966789495553,8.13000011444092,14.3500003814697,11.4899997711182
2003,YR2003,Germany,DEU,..,..,..,..,..,..,..,1,2.53999996185303,7,5,2.4300000667572,1.83000004291534,2.91000008583069,31.3799991607666,16.9200000762939,43.1100006103516,66.1999969482422,81.25,53.9799995422363,45.1199989318848,58.7099990844727,51.7099990844727,..,..,..,65.56,79.56,72.64,78.9499969482422,77.6999969482422,79.75,41.8600006103516,34.25,53.0400009155273,67.9000015258789,63.3199996948242,72.4400024414063,18104396,22121396,40236914,98,0,0,0,..,..,0,77.5484851795892,11.75,28.2000007629395,76.0898072418838,8.23999977111816,13.8999996185303,11.3699998855591
2003,YR2003,Greece,GRC,..,..,..,..,..,..,..,1,3.28999996185303,9.48999977111816,7.19000005722046,15.0299997329712,16.5699996948242,14.1199998855591,22.5400009155273,11.0299997329712,29.3600006103516,62.4199981689453,72.4000015258789,56.5200004577637,33.9099998474121,59.6199989318848,46.4099998474121,..,..,..,52.62,78.14,65.53,80.4000015258789,79.1600036621094,81.4499969482422,41.6800003051758,27.8999996185303,55.939998626709,61.6699981689453,51.3199996948242,72.2900009155273,1944091,2973411,4935423,119,0,0,2,..,..,1,52.0420540299573,14.8500003814697,19.6299991607666,63.7803359894072,35.1500015258789,40.6500015258789,38.5999984741211
2003,YR2003,Hungary,HUN,..,..,..,..,..,..,..,1,2.98000001907349,6.92000007629395,5.13000011444092,5.38000011444092,2.66000008583069,7.6399998664856,33.4000015258789,23.3799991607666,41.7200012207031,61.2200012207031,73.9599990844727,50.6399993896484,40.0900001525879,54.6100006103516,46.8499984741211,..,..,..,53.59,67.54,60.43,77.5400009155273,75.3600006103516,79.9300003051758,24.7000007629395,20.9200000762939,29.8500003814697,67.8199996948242,60.1599998474121,75.1100006103516,1911387,2314478,4227774,168,0,0,7,..,..,1,57.3098655292181,12.4399995803833,15.9399995803833,72.5685280172904,9.21000003814697,16.7299995422363,13.3199996948242
2003,YR2003,Iceland,ISL,..,..,..,..,..,..,..,1,2.13000011444092,5.96999979019165,4.17000007629395,6.98000001907349,2.94000005722046,10.5600004196167,21.6599998474121,11.539999961853,30.6100006103516,71.3600006103516,85.5199966430664,58.8300018310547,75.6100006103516,83.8399963378906,79.7600021362305,..,..,..,83.4,89.89,86.69,92.8099975585938,90.6699981689453,95.1500015258789,79.0199966430664,74.0100021362305,84.9499969482422,84.6800003051758,80.4300003051758,87.4700012207031,81251,90760,173624,90,0,0,90,..,..,1,62.0096364902177,27.7000007629395,38.6399993896484,87.0003789583449,8.10999965667725,18.8199996948242,13.789999961853
